phon,gen
djOʁama,m
djOʁit,f
diOksin,f
djOksid,m
difEnil,m
diftEʁi,f
dift2g,f
diplOdOkys,m
diplOmasi,f
diplome,m
diplOpi,f
dipnøst,m
dipol,m
dipsOmani,f
diptik,m
diʁ,m
diʁEktœʁadʒw3,m
diʁEktœʁ,m
diʁEksj2,f
diʁEktiv,f
diʁEktwaʁ,m
diʁEktOʁa,m
diʁEktʁis,f
diʁam,m
diʁiʒabl,m
diʁiʒ1,m
diʁiʒ1t,f
diʁlo,m
diskʒOkɛ,m
disiplin,f
diskOgʁafi,f
disk2tinɥite,f
diskOtɛk,f
diskunt,m
diskuʁœʁ,m
diskuʁ,m
diskʁEdi,m
diskʁEsj2,f
diskʁiminasj2,f
diskylpasj2,f
diskytajəʁi,f
diskytajœʁ,m
dizøz,f
disf2ksjɔnəm1,m
disgʁas,f
dizaʁmOni,f
disʒ2ktœʁ,m
disʒ2ksj2,f
dislOkasj2,f
dispaʁite,f
dispaʁisj2,f
dispaʁy,f
dispatʃiŋ,m
disp1sɛʁ,m
disp1sasj2,f
disp1satʁis,f
disp1s,f
dispɛʁsəm1,m
dispOnibilite,f
dispOz1,m
dispOzitif,m
dispOzisj2,f
dispʁOpɔʁsj2,f
dispyt,f
dispytœʁ,m
diskalifikasj2,f
diskəʒOkɛ,m
disk,m
disʁypsj2,f
disEksj2,f
dis1bl1s,f
disEminasj2,f
dis1sj2,f
dis1tim1,m
disEkœʁ,m
disɛʁtasj2,f
disid1s,f
disid1,m
disid1t,f
disipatœʁ,m
disipasj2,f
disOsjasj2,f
disOlysj2,f
disOn1s,f
disimEtʁi,f
dist1s,f
dist1sjasj2,f
dist1sj2,f
distila,m
distilatœʁ,m
distilasj2,f
dist3go,m
distɔʁsj2,f
distʁaksj2,f
distʁɛ,m
distʁibysj2,f
distʁibytʁis,f
distʁikt,m
di,m
djyʁɛz,f
djyʁEtik,m
divagasj2,f
div1,m
divɛʁʒ1s,f
divɛʁsifikasj2,f
divɛʁsj2,f
divɛʁtikyl,m
divɛʁtikyloz,f
divɛʁtimɛnto,m
divɛʁtisəm1,m
divid1d,m
divizœʁ,m
divizøz,f
divizj2,f
divizjOnizm,m
divɔʁs,m
divɔʁse,m
divɔʁse,f
divylgasj2,f
dikɔʁ,m
diksi,m
diksil1d,m
diz3,m
dizɛn,f
dʒEbɛl,m
dʒElaba,f
dʒEmaa,f
dEɛna,m
do,m
dObɛʁman,m
dɔk,m
dɔʃ,f
dOsilite,f
dOkɛʁ,m
dɔkt,m
dOktœʁ,m
dOktOʁa,m
dOktOʁɛs,f
dOkydʁam,m
dOkym1,m
dOkym1tɛʁ,m
dOkym1tasj2,f
dOdEkaɛdʁ,m
dOdEkagon,m
dOdo,m
dɔgkaʁt,m
dOgaʁɛs,f
dɔʒ,m
dOgœʁ,m
dɔgmatizm,m
dɔgm,m
dɔg,m
dOg3,m
dwate,m
dwatje,m
doʒo,m
dɔlbi,m
dol,m
dOlE1s,f
dOlikOsEfali,f
dOlin,f
dOlik,m
dOlaʁ,m
dɔlm1,m
dOlOmi,f
dOlOmit,f
dOlOʁizm,m
d2,m
dOmɛn,m
dom,m
dOmEstikasj2,f
dOmEstisite,f
dOmisil,m
dOmisiljasj2,f
dOmin1s,f
dOmin1,m
dOmin1t,f
dOminatœʁ,m
dOminasj2,f
dOminatʁis,f
dOminik3,m
dOminikɛn,f
dOminj2,m
dOmaʒ3tEʁɛ,m
dOmOtik,f
d2ptaʒ,m
d2ptœʁ,m
d2ptøz,f
dOna,f
dOɲa,f
dOnatœʁ,m
dOnasj2,f
dOnatʁis,f
d2dɛn,f
d2g,m
d2ʒ2,m
dɔn,f
dOne,m
dOne,f
dOnœʁ,m
dOnøz,f
d2kiʃOtizm,m
d2zɛl,f
dOpaʒ,m
dOpamin,f
dOpiŋ,m
dOplɛʁ,m
dOʁaʒ,m
dɔʁkad,f
dOʁe,f
dOʁœʁ,m
dɔʁm1s,f
dɔʁm1,m
dɔʁmœʁ,m
dɔʁmøz,f
dɔʁmisj2,f
dɔʁsal,f
dɔʁtwaʁ,m
dOʁyʁ,f
dOʁifɔʁ,m
dOdan,m
dOzaʒ,m
dOzœʁ,m
dOzimɛtʁ,m
dOsaʁ,m
dOsəʁɛ,m
dOsje,m
dOsjɛʁ,f
dɔt,f
dOtasj2,f
dwɛʁ,m
dwEʁjɛʁ,f
dwan,f
dwanje,m
dublaʁ,m
dubləkʁɔʃ,f
dublədEsimɛtʁ,m
dubləf2,m
dubləsis,m
dublo,m
dubləm1,m
dublɛ,m
dublɛt,f
dublœʁ,m
dubløz,f
dubl2,m
dublyʁ,f
dusamɛʁ,f
dus,m
dusɛt,f
dusœʁ,f
duʃ,f
duʃœʁ,m
dus3,m
dusin,f
dudu,f
dudun,f
duglas,m
duj,f
dujɛt,f
dulœʁ,f
duʁa,m
duʁo,m
dut1s,f
dut,m
duv,f
dawniŋstʁit,f
dwaj3,m
dwajɛn,f
dwajEne,m
dʁakm,f
dʁagaʒ,m
dʁaʒe,f
dʁaʒwaʁ,m
dʁag2,m
dʁagOnad,f
dʁagOnje,m
dʁagstɛʁ,m
dʁagœʁ,m
dʁagøz,f
dʁaj,f
dʁ3,m
dʁEnaʒ,m
dʁEzjɛn,f
dʁEzin,f
dʁakaʁ,m
dʁamatizasj2,f
dʁamatyʁʒi,f
dʁam,m
dʁape,m
dʁapo,m
dʁapəlɛ,m
dʁapəʁi,f
dʁapje,m
dʁav,f
dʁavœʁ,m
dʁɛdlɔk,f
dʁimtim,f
dʁɛʒ,f
dʁəl3,m
dʁEpanOsitoz,f
dʁEpu,f
dʁEsaʒ,m
dʁɛsəm1,m
dʁEsœʁ,m
dʁEsøz,f
dʁEsiŋʁum,m
dʁEsiŋ,m
dʁEswaʁ,m
dʁEfyzaʁ,m
dʁEfyzizm,m
dʁiblœʁ,m
dʁift,m
dʁiftœʁ,m
dʁil,m
dʁajvin,m
dʁajvœʁ,m
dʁɔgman,m
dʁɔg,f
dʁOge,m
dʁɔgəʁi,f
dʁOiko,m
dʁwafil,m
dʁwa,m
dʁwat,f
dʁolɛ,m
dʁOmadɛʁ,m
dʁom,f
dʁonEspj2,m
dʁ2t,m
dʁOpaʒ,m
dʁOzEʁa,m
dʁOzOfil,f
dʁɔs,m
dʁOsaʁ,m
dʁœgstɔʁ,m
dʁɥidɛs,f
dʁɥidizm,m
dʁœmlin,m
dʁØmœʁ,m
#DEF#,m
dʁijad,f
dy,m
dɥalite,f
dybitasj2,f
dykas,f
dyka,m
dykat2,m
dutʃe,m
dyʃe,m
dyʃɛs,f
dyk2,m
dykdalb,m
dɥɛɲ,f
dɥɛl,m
dØfœlkot,m
dyg2,m
dɥi,m
dylsine,f
dœmpœʁ,m
dœmpiŋ,m
dœndi,m
dynɛt,f
d4kɛʁk,m
dɥOdEnɔm,m
dɥOdi,m
dɥOpɔl,m
dypœʁ,m
dyplɛks,m
dyplikata,m
dyplikat,m
dyplikatœʁ,m
dyplikasj2,f
dyplis,f
dyplisite,f
dyʁ,m
dyʁabilite,f
dyʁalym3,m
dyʁ1,m
dyʁsisœʁ,m
dyʁmɛʁ,f
dyʁ,f
dyʁe,f
dyʁəte,f
dyʁam,m
dyʁit,f
dik,m
dinamitaʒ,m
dinamitœʁ,m
dinamo,f
dinamOmɛtʁ,m
din,f
disinEzi,f
diskʁazi,f
disf2ksj2,f
dislEksi,f
dismEnOʁe,f
dispEpsi,f
disfOni,f
disfOʁi,f
displazi,f
dispne,f
distimi,f
distOsi,f
distʁOfi,f
dizyʁi,f
ditik,m
ikOmɛʁs,m
imɛjl,m
ø,m
istʁivœʁ,f
odəvi,f
ofɔʁt,f
ominyt,f
Ebaisəm1,m
Ebaʁbaʒ,m
Eba,m
Ebatəm1,m
Eboʃ,f
EbOʃœʁ,m
EbOʃ2,m
Ebɛn,f
EbEnistəʁi,f
Ebluisəm1,m
EbOnit,f
Ebwœʁ,m
Ebuləm1,m
Ebuli,m
Ebʁ1ʃəm1,m
Ebʁ1ləm1,m
EbʁEʃyʁ,f
EbʁijEte,f
Ebʁum1,m
Ebylisj2,f
Ekajaʒ,m
Ekaj,f
Ekaje,m
Ekajœʁ,m
Ekajyʁ,f
Ekal,f
Ekaʁlat,f
Ekaʁkijəm1,m
Ekaʁ,m
Ekaʁte,m
Ekaʁtəle,m
Ekaʁtɛləm1,m
Ekaʁtəm1,m
Ekaʁtœʁ,m
Ekimoz,f
EklEzjastik,m
Esɛʁvəle,m
Esɛʁvəle,f
Eʃafo,m
EʃafOdaʒ,m
Eʃala,m
Eʃalje,m
Eʃalɔt,f
Eʃ1kʁyʁ,f
Eʃ1ʒ,m
Eʃ1ʒœʁ,m
Eʃ1ʒizm,m
Eʃ1s2,m
Eʃ1tij2,m
Eʃ1tijOnaʒ,m
Eʃapatwaʁ,f
Eʃape,m
Eʃape,f
Eʃapəm1,m
Eʃaʁd,f
Eʃaʁp,f
Eʃas,f
Eʃasje,m
Eʃode,m
EʃOfəm1,m
EʃOfuʁe,f
Eʃogɛt,f
EʃE1s,f
EʃE1sje,m
Eʃɛk,m
Eʃɛl,f
Eʃəl2,m
Eʃəvo,m
Eʃəvɛləm1,m
Eʃəv3,m
Eʃin,f
EkinOdɛʁm,m
Eʃikje,m
Eko,m
EkOkaʁdjOgʁam,m
EkokaʁdjOgʁafi,f
EkOgʁafi,f
EkolOkalizasj2,f
EkolOkasj2,f
Eʃɔp,f
EkOʁadaʁ,m
EkOtje,m
Ekotjɛʁ,f
Eʃwaʒ,m
Eʃum1,m
Eklabusəm1,m
Eklabusyʁ,f
Eklɛʁ,m
EklEʁaʒ,m
Eklɛʁsi,f
Eklɛʁsisaʒ,m
Eklɛʁsisəm1,m
Eklɛʁ,f
Eklɛʁəm1,m
EklEʁœʁ,m
EklEʁøz,f
Ekl1psi,f
Ekla,m
Eklataʒ,m
Eklate,m
Eklatəm1,m
Eklatœʁ,m
EklEktizm,m
Eklips,f
Ekliptik,m
Eklis,f
EklOpe,m
EklOpe,f
EklOzj2,f
Eklyz,f
Eklyzje,m
Ekœʁəm1,m
Ekw3s2,m
Ekɔl,f
EkOlje,m
EkOlOʒi,f
#DEF#,f
EkOnOma,m
EkOnOmi,f
EkOnOmik,m
EkOnOmizœʁ,m
EkOnOmizm,m
Ekɔp,f
EkOpɛʁʃ,f
Ekɔʁs,f
Ekɔʁʃaʒ,m
Ekɔʁʃe,m
Ekɔʁʃe,f
Ekɔʁʃəm1,m
Ekɔʁʃəʁi,f
Ekɔʁʃœʁ,m
Ekɔʁʃyʁ,f
EkOsfɛʁ,f
EkOsɛ,m
EkOsɛz,f
Ekɔs,f
EkOsistɛm,m
EkOtɔn,m
Ekuləm1,m
Ekut1,m
Ekut,f
Ekutœʁ,m
Ekutøz,f
Ekutij,f
Ekuvij2,m
Ekʁabujaʒ,m
Ekʁabujəm1,m
Ekʁ1,m
Ekʁazaʒ,m
Ekʁazmɛʁd,m
Ekʁazəm1,m
Ekʁazœʁ,m
Ekʁazyʁ,f
EkʁEmaʒ,m
EkʁEmøz,f
Ekʁəvis,f
Ekʁ3,m
Ekʁi,m
Ekʁito,m
Ekʁitwaʁ,f
Ekʁityʁ,f
Ekʁivajœʁ,m
Ekʁivaj2,m
Ekʁiv3,m
Ekʁivɛn,f
Ekʁivasje,m
Ekʁivœʁ,m
Ekʁu,m
#DEF#,f
Ekʁuləm1,m
Ekstazi,m
Ektazi,f
Ektima,m
EktOpi,f
EktOplasm,m
Eky,m
Ekybje,m
Ekœj,m
Ekɥɛl,f
EkɥEle,f
Ekym,f
Ekymœʁ,m
Ekymøz,f
Ekymwaʁ,f
Ekyʁœj,m
Ekyʁi,f
Ekys2,m
Ekɥije,m
Ekɥijɛʁ,f
EgzEma,m
EgzEmatø,m
Edam,m
Edɛlvajs,m
Edɛn,m
Ed1te,m
Edikyl,m
Edifikasj2,f
Edifis,m
Edil,m
Edi,m
Editœʁ,m
Edisj2,f
Edito,m
Editɔʁjal,m
Editʁis,f
Edʁəd2,m
Edykatœʁ,m
Edykasj2,f
Edykatʁis,f
EdylkOʁ1,m
Efasaʒ,m
Efasəm1,m
Efasœʁ,m
Efaʁəm1,m
Efaʁuʃəm1,m
Efaʁvat,f
EfEktif,m
EfEktivite,f
Ef3di,m
EfɛʁvEs1s,f
Efɛ,m
EfØjaʒ,m
EfØjøz,f
Efikasite,f
Efisj1s,f
Efiʒi,f
Efile,m
Efiləm1,m
EfilOʃaʒ,m
EfilOʃyʁ,f
Efilyʁ,f
EflØʁaʒ,m
EflOʁEs1s,f
Efly1,m
Eflyv,m
Ef2dʁəm1,m
Efɔʁ,m
Efʁaksj2,f
Efʁɛ,f
Efʁitəm1,m
Efʁwa,m
Efʁ2te,m
Efʁ2te,f
Efʁ2təʁi,f
Efyzj2,f
Efʁit,m
Egal,m
Egalizatœʁ,m
Egalizasj2,f
Egalizœʁ,m
Egalitaʁizm,m
Egalite,f
Egaʁ,m
Egaʁəm1,m
EʒEʁi,f
Eʒid,f
Egl1tje,m
Egl1tin,f
Egliz,f
Eglɔg,f
Ego,m
EgOs1tʁizm,m
EgOin,f
EgOizm,m
Egɔʁʒəm1,m
Egɔʁʒwaʁ,m
Egɔʁʒœʁ,m
Egɔʁʒøz,f
EgOtizm,m
Egu,m
Egutje,m
Egutəm1,m
Eguti,m
Egutwaʁ,m
Egʁatiɲyʁ,f
Egʁənaʒ,m
Egʁɛnəm1,m
Eʒipsj3,m
Eʒipsjɛn,f
EʒiptOlOʒi,f
Edɛʁ,m
Eʒakyla,m
Eʒakylatœʁ,m
Eʒakylasj2,f
EʒEktœʁ,m
EʒEksj2,f
Ektakʁom,m
ElabOʁasj2,f
Elagaʒ,m
Elagœʁ,m
El1,m
El1səm1,m
Elaʁʒisəm1,m
ElastisimEtʁi,f
Elastisite,f
Elastik,m
ElastOmɛʁ,m
ɛldOʁado,m
ElEktœʁ,m
ElEksj2,f
ElEktOʁa,m
ElEktʁisj3,m
ElEktʁisjɛn,f
ElEktʁisite,f
ElEktʁifikasj2,f
ElEktʁizasj2,f
ElEktʁOakustik,f
ElEktʁoEm1,m
ElEktʁO1sEfalOgʁam,m
ElEktʁOEm1,m
ElEktʁObjOlOʒi,f
ElEktʁOkaʁdjOgʁam,m
ElEktʁOʃimi,f
ElEktʁOʃɔk,m
ElEktʁOkysj2,f
ElEktʁɔd,f
ElEktʁOdinamik,f
ElEktʁo1sEfalOgʁam,m
ElEktʁo1sEfalOgʁafi,f
ElEktʁOlOʒi,f
ElEktʁOliz,f
ElEktʁOlit,m
ElEktʁOmaɲEtizm,m
ElEktʁOmEnaʒe,m
ElEktʁOmɛtʁ,m
ElEktʁ2,m
ElEktʁOnisj3,m
ElEktʁOnik,f
ElEktʁ2vɔlt,m
ElEktʁOfɔn,m
ElEktʁOfOʁɛz,f
ElEktʁostatik,f
ElEktʁɔm,m
ElEktɥɛʁ,m
ElEg1s,f
ElEg1,m
ElEg1t,f
ElEʒi,f
ElEm1kle,m
ElEm1,m
ElEm1taʁite,f
ElEf1,m
ElEf1t,f
ElEf1to,m
ElEf1tjazis,m
Eləvaʒ,m
ElEvatœʁ,m
ElEvasj2,f
Eləvœʁ,m
Eləvøz,f
Eləv2,m
Eləvyʁ,f
ɛlf,m
Eliʒibilite,f
Eliminasj2,f
Eliminatwaʁ,f
El3g,f
Elit,f
Elitizm,m
Eliksiʁ,m
ElEbɔʁ,m
Elips,f
Eliptik,f
ElOkysj2,f
Elɔʒ,m
Elwaɲəm1,m
El2gasj2,f
ElOk1s,f
Ely,m
Elysidasj2,f
Elykybʁasj2,f
Elize,m
Elitʁ,m
ɛlzEviʁ,m
Emaj,m
imɛl,m
Emanasj2,f
Em1sipasj2,f
Emaʁʒəm1,m
Emaskylasj2,f
1bakl,m
1baləm1,m
1balœʁ,m
1baløz,f
1baʁkadɛʁ,m
1baʁkasj2,f
1baʁde,f
1baʁgo,m
1baʁa,m
1baʁyʁ,f
1baz,f
1bOʃaʒ,m
1boʃ,f
1bOʃwaʁ,m
1bOməm1,m
1bOmœʁ,m
1bOmøz,f
1bEli,f
1bElisəm1,m
1bɛtəm1,m
1blavaʒ,m
1blavyʁ,f
1bwataʒ,m
1bwatəm1,m
1bwatyʁ,f
1bɔl,m
1bOli,f
1buʃ,f
1buʃwaʁ,m
1buʃyʁ,f
1buʁʒwaze,m
1buʁʒwazəm1,m
1butEjaʒ,m
1butisœʁ,m
1butisøz,f
1bʁ1ʃəm1,m
1bʁazəm1,m
1bʁasad,f
1bʁasœʁ,m
1bʁasøz,f
1bʁazyʁ,f
1bʁEjaʒ,m
1bʁOkasj2,f
1bʁujaʒ,m
1bʁujamini,m
1bʁujəm1,m
1bʁujøz,f
1bʁ4,m
1bʁijOlOʒi,f
1bʁij2,m
1by,m
1byʃ,f
1byskad,f
1byske,m
Eməʁod,m
Eməʁod,f
Emɛʁʒ1s,f
Emɛʁʒɛnsi,f
Eməʁi,m
Eməʁij2,m
Emɛʁsj2,f
Emɛʁvɛjəm1,m
EmEtin,f
EmEtik,m
EmEtœʁʁEsEptœʁ,m
EmEtœʁ,m
Emø,m
Emøt,f
EmØtje,m
Emjɛtəm1,m
Emigʁ1,m
Emigʁ1t,f
Emigʁasj2,f
Emigʁe,m
Emilj3,m
Emiljɛn,f
Em3se,m
Emin1s,f
Emiʁ,m
Emiʁa,m
Emisɛʁ,m
Emisj2,f
1majɔtəm1,m
1m1ʃaʒ,m
1m1ʃyʁ,f
1mɛləm1,m
1mEnaʒəm1,m
Em3tal,m
Em1tal,m
1mɛʁd,f
1mɛʁdəm1,m
1mɛʁdœʁ,m
1mɛʁdøz,f
1muskajəm1,m
1myʁəm1,m
Emwa,m
EmOlym1,m
Em2dœʁ,m
EmOtif,m
EmOsj2,f
EmOtivite,f
Emuʃɛ,m
Emusəm1,m
1pafe,m
1pajœʁ,m
1paləm1,m
1p1,m
1pakətaʒ,m
1pakətœʁ,m
1patəm1,m
1pOmyʁ,f
1pɛʃəm1,m
1pEʃœʁ,m
1pEʃøz,f
1pɛɲ,f
1pənaʒ,m
1pɛn,f
1pəzaʒ,m
1pjɛsəm1,m
1pjEʁaʒ,m
1pjEtəm1,m
1pilaʒ,m
1piʁizm,m
1plasəm1,m
1pl1tyʁ,f
1platʁaʒ,m
1platʁ,m
1plwaje,m
1plwaje,f
1plwajœʁ,m
1pwaɲ,f
1pwa,m
1pwazɔnəm1,m
1pwazOnœʁ,m
1pwazOnøz,f
1pOʁjɔm,m
1pɔʁ,m
1pɔʁtəpjɛs,m
1pɔʁte,m
1pOte,m
1pʁEse,m
1pʁEse,f
1pʁɛsəm1,m
1pʁ4,m
1pʁ4tœʁ,m
1piʁe,m
Emylasj2,f
Emylsj2,f
1nav1,m
1byt,m
1ka,m
1kuʁ,m
1dəɔʁ,m
1tɛt,m
1kadʁ1,m
1kadʁe,m
1kadʁəm1,m
1kagule,m
1kɛs,f
1kEsəm1,m
1kEsœʁ,m
1kanajəm1,m
1kaʁtaʒ,m
1kastʁəm1,m
1kOstik,f
1sElyləm1,m
1s1səm1,m
1sEfal,m
1sEfalit,f
1sEfalOgʁam,m
1sEfalOgʁafi,f
1sEfalOpati,f
1sɛʁkləm1,m
1ʃEnəm1,m
1ʃ1təm1,m
1ʃ1təʁɛs,f
1ʃɛʁ,f
1ʃEʁisœʁ,m
1ʃEʁisøz,f
1ʃəvɛtʁəm1,m
1kl1ʃ,f
1kl1ʃəm1,m
1klo,m
1klOzyʁ,f
1kɔʃ,f
1kOdaʒ,m
1kOdœʁ,m
1kOɲyʁ,f
1kOlaʒ,m
1kOløz,f
1kOlyʁ,f
1k2bʁ,m
1k2bʁəm1,m
1kɔʁnɛ,m
1kuʁaʒəm1,m
1kʁœʁ,m
1kʁute,m
1kʁutəm1,m
1kʁiptaʒ,m
1kylaʒ,m
1kylœʁ,m
1siklik,f
1siklOpEdi,f
1dɛtəm1,m
1djable,m
1digəm1,m
1dim1ʃəm1,m
1div,f
1dOkaʁd,m
1dOkaʁdit,f
1dOkʁinOlOʒi,f
1dOktʁinəm1,m
1dOgami,f
1dOlOʁisəm1,m
1dOmEtʁioz,f
1dOmEtʁit,f
1dOmaʒəm1,m
1domɔʁfin,f
1dɔʁmœʁ,m
1dɔʁmisəm1,m
1dɔʁfin,f
1dOskɔp,m
1dOskOpi,f
1dOskəlɛt,m
1dɔs,f
1dOsəm1,m
1dOsœʁ,m
1dʁwa,m
1dɥi,m
1dyʁ1s,f
1dyʁsisəm1,m
EnɛʁʒEtik,f
Enɛʁʒi,f
Enɛʁʒiz1,m
Enɛʁvəm1,m
1f1,f
1f1,m
1f1təlɛ,m
1f1ʁObo,m
1f1ʁwa,m
1fɛʁməm1,m
1filaʒ,m
1filœʁ,m
1fle,m
1fle,f
1flyʁ,f
1fwaʁe,m
1f2saʒ,m
1f2səm1,m
1f2sœʁ,m
1fuʁʃəm1,m
1fuʁʃyʁ,f
1fuʁnaʒ,m
1ʒ1dʁəm1,m
1ʒ3,m
ɛnʒiniʁiŋ,m
1g2səm1,m
1gɔʁʒəm1,m
1gufʁəm1,m
1guləv1,m
1guʁdis1,m
1gʁɛsəm1,m
1gʁ1ʒəm1,m
1gʁavəm1,m
1gʁənaʒ,m
1gØlad,f
1aʁdisəm1,m
Enigm,f
1ʒ1bəm1,m
1ʒoləm1,m
1ʒOlœʁ,m
1ʒOlivəm1,m
1ʒOlivœʁ,m
1lEdisəm1,m
1lɛvəm1,m
1lizəm1,m
1lyminyʁ,f
1nEʒəm1,m
Enəmi,f
1nOblisəm1,m
1nɥi,m
En2se,m
En2sjatœʁ,m
En2sjasj2,f
Enɔʁmite,f
1kɛt,f
1kɛtminyt,f
1kEtœʁ,m
1kEtøz,f
1kikinəm1,m
1kikinœʁ,m
1kikinøz,f
1ʁasinəm1,m
1ʁaʒe,m
1ʁaʒəm1,m
1ʁEjaʒ,m
1ʁɛjəm1,m
1ʁʒistʁəm1,m
1ʁəʒistʁœʁ,m
1ʁəʒistʁøz,f
1ʁObaʒ,m
1ʁObe,m
1ʁɔʃəm1,m
1ʁole,m
1ʁOləm1,m
1ʁum1,m
1ʁulaʒ,m
1sabləm1,m
1s1gl1təm1,m
1sOvaʒəm1,m
1sEɲ1ʁObo,m
1sEɲ1,m
1sɛɲ1t,f
1sEɲe,m
1sɛɲ,m
1sɛɲ,f
1sɛɲəm1,m
1sEɲœʁ,m
1sɛləm1,m
1sElyʁ,f
1s1bl,m
1səm1səm1,m
1səvəlisəm1,m
1səvəlisøz,f
1sOlɛjəm1,m
1sɔʁsəlœʁ,m
1sɔʁsəløz,f
1sɔʁsɛləm1,m
1supl,f
1tabləm1,m
1taj,f
1tam,f
1tElEʃi,f
1təm1,m
1t1d1,m
1t1dœʁ,m
1t1t,f
1tEʁinəm1,m
1tEʁit,f
1tEʁOkOlit,f
1tEʁOviʁys,m
1tEʁœʁ,m
1tEte,m
1tEte,f
1tɛtəm1,m
1talpi,f
1tuzjasm,m
1tiʃəm1,m
1tjɛʁəte,f
1twalaʒ,m
1tOlaʒ,m
1tOlœʁ,m
1tOlɔm,m
1tOmOlOʒi,f
1tOnwaʁ,m
1tɔʁs,f
1tɔʁtijaʒ,m
1tɔʁtijəm1,m
1tuʁaʒ,m
1tuʁlup,f
1tuʁnyʁ,f
1tʁakt,m
#DEF#,f
1tʁɛnəm1,m
1tʁEnœʁ,m
1tʁEnøz,f
1tʁ1,m
1tʁədøgɛʁ,m
1tʁədø,m
1tʁəʒ1b,m
1tʁəʁaj,m
1tʁəbajəm1,m
1tʁəbajœʁ,m
1tʁəʃɔk,m
1tʁəʃɔkəm1,m
1tʁəkot,f
1tʁəkʁwazəm1,m
1tʁesɔʁti,f
1tʁəfɛt,f
1tʁəfilɛ,m
1tʁəʒ1,m
1tʁəlasəm1,m
1tʁəla,m
1tʁəmɛlem1,m
1tʁəmɛ,m
1tʁəmEtœʁ,m
1tʁəmEtøz,f
1tʁəp2,m
1tʁəpOzaʒ,m
1tʁəpo,m
1tʁəpʁənøz,f
1tʁəpʁiz,f
1tʁəsɔl,m
1tʁətənœʁ,m
1tʁətənøz,f
1tʁətj3,m
1tʁətwaz,f
1tʁətwazəm1,m
1tʁəvu,m
1tʁəvy,f
1tʁizm,m
1tʁOpi,f
1tʁuvɛʁtyʁ,f
1tyʁ,f
EnyklEasj2,f
EnymEʁasj2,f
EnyʁEzi,f
1vaisœʁ,m
1vazəm1,m
1vəlɔp,f
1vəlOpe,m
1vəlOpe,f
1vəlOpœʁ,m
1vɛʁgyʁ,f
1vɛʁ,m
1vj1de,m
1vjøz,f
1viʁ2,m
1viʁɔnəm1,m
1vOle,f
1vutəm1,m
1vutœʁ,m
1vwaje,m
1vwaje,f
1zim,f
EOsɛn,m
EOlj3,m
EOljɛn,f
E2,m
EOnizm,m
EOzin,f
Epaɲœl,m
Epaɲœl,f
EpEsœʁ,f
EpEsisəm1,m
Ep1ʃəm1,m
Ep1daʒ,m
Ep1dœʁ,m
Epanwisəm1,m
Epaʁɲ1,m
Epaʁɲ,f
Epaʁpijəm1,m
Epaʁ,m
Epat,f
Epatəm1,m
EpOlaʁ,m
Epol,f
EpOle,m
EpOləm1,m
Epolɛt,f
EpOljɛʁ,f
Epav,f
Epotʁ,m
EpEktaz,f
Epe,f
EpEʃɛt,f
Epɛʁ,f
EpElasj2,f
Ep1dim,m
Epɛʁl1,m
Epəʁ2,m
epɛʁvje,m
Epɛʁvjɛʁ,f
Efɛb,m
EfEbi,f
EfEdʁin,f
EfElid,f
EfEmɛʁ,m
EfEmEʁid,f
EfEzj3,m
Epi,m
Epik1tys,m
Epis,f
EpisEa,m
Episəmaʁ,m
Epis1tʁ,m
Episəʁi,f
Episje,m
Episjɛʁ,f
Epik2dil,m
Epikyʁj3,m
Epikyʁizm,m
EpidEmi,f
EpidEmjOlOʒi,f
Epidɛʁm,m
Epidjaskɔp,m
Epididim,m
Epjø,m
Epigastʁ,m
Epiglɔt,f
Epigɔn,m
Epigʁam,f
Epigʁaf,f
Epigʁafi,f
Epilatœʁ,m
Epilasj2,f
EpilEpsi,f
Epiløz,f
Epilɔg,m
Epinɛ,f
Epinaʁ,m
Epinvinɛt,f
Epin,f
Epinɛt,f
Epinø,m
Ep3glaʒ,m
Ep3gl,f
Ep3glɛt,f
Epinje,m
Epinɔʃ,f
Epifani,f
EpifEnOmɛn,m
Epifil,m
Epifiz,f
Epifit,m
Epiplun,m
EpiskOpalj3,m
EpiskOpaljɛn,f
EpiskOpa,m
EpizjOtOmi,f
Epizɔd,m
Episwaʁ,m
Episyʁ,f
EpistEmOlOʒi,f
EpistOlje,m
EpistOljɛʁ,f
Epitaf,f
Epitalam,m
EpitEljOma,m
EpitEljɔm,m
Epitɛt,f
Epitɔʒ,f
EpitOme,m
Epitʁ,f
Eplyʃaʒ,m
EplyʃəlEgym,m
Eplyʃœʁ,m
Eplyʃøz,f
Eplyʃyʁ,f
Ep2ʒ,f
Ep2ʒaʒ,m
EpOpe,f
Epɔk,f
Epujaʒ,m
#DEF#,f
Epuz,f
Epuze,f
Epuzœʁ,m
Epusətaʒ,m
Epuv1taj,m
Epuv1t,f
Epuv1təm1,m
Epu,m
EpOksid,m
Epʁœv,f
Epʁuvɛt,f
Epsilɔn,m
Epɥizəm1,m
Epɥizɛt,f
Epyli,f
Epyʁatœʁ,m
Epyʁasj2,f
Epyʁ,f
Ekwanimite,f
Ekaʁisœʁ,m
Ekaʁisaʒ,m
Ekwatœʁ,m
Ekwasj2,f
Ekwatɔʁj3,m
EkEʁaʒ,m
Ekɛʁ,f
Ekide,m
Ekɥidist1s,f
Ekilibʁaʒ,m
Ekilibʁ,m
Ekilibʁœʁ,m
Ekilibʁizm,m
