Form,Predicted Gender,True Gender,Class Probabilities,Set,Run
kuʁu,m,m,"[('u', {'f': 0.34327414631843567, 'm': 0.6567258238792419}), ('ʁ', {'f': 0.20697954297065735, 'm': 0.7930204272270203}), ('u', {'f': 0.005911646410822868, 'm': 0.9940884113311768}), ('k', {'f': 0.0026315099094063044, 'm': 0.9973684549331665})]",test,4
kask,f,m,"[('k', {'f': 0.3720655143260956, 'm': 0.627934455871582}), ('s', {'f': 0.11038237065076828, 'm': 0.8896176815032959}), ('a', {'f': 0.4350394010543823, 'm': 0.5649606585502625}), ('k', {'f': 0.5478628277778625, 'm': 0.4521372318267822})]",test,4
fajo,m,m,"[('o', {'f': 0.6946831941604614, 'm': 0.3053167760372162}), ('j', {'f': 0.012760437093675137, 'm': 0.9872395396232605}), ('a', {'f': 0.0007940632058307528, 'm': 0.999206006526947}), ('f', {'f': 0.0010392129188403487, 'm': 0.9989607334136963})]",test,4
bisk,m,f,"[('k', {'f': 0.3720655143260956, 'm': 0.627934455871582}), ('s', {'f': 0.11038237065076828, 'm': 0.8896176815032959}), ('i', {'f': 0.1318904608488083, 'm': 0.8681094646453857}), ('b', {'f': 0.39915964007377625, 'm': 0.6008403301239014})]",test,4
taʁ3,m,m,"[('3', {'f': 0.152878999710083, 'm': 0.847121000289917}), ('ʁ', {'f': 0.01955266296863556, 'm': 0.9804472923278809}), ('a', {'f': 0.0012541954638436437, 'm': 0.9987457990646362}), ('t', {'f': 0.00022054642613511533, 'm': 0.9997795224189758})]",test,4
ʒit1,m,m,"[('1', {'f': 0.1605818271636963, 'm': 0.8394181728363037}), ('t', {'f': 0.014628751203417778, 'm': 0.9853712320327759}), ('i', {'f': 0.02548990398645401, 'm': 0.9745100736618042}), ('ʒ', {'f': 0.004589983727782965, 'm': 0.9954100251197815})]",test,4
syʁ3,m,m,"[('3', {'f': 0.152878999710083, 'm': 0.847121000289917}), ('ʁ', {'f': 0.01955266296863556, 'm': 0.9804472923278809}), ('y', {'f': 0.0007516916957683861, 'm': 0.9992483258247375}), ('s', {'f': 6.655290781054646e-05, 'm': 0.9999334812164307})]",test,4
spɔʁ,m,m,"[('ʁ', {'f': 0.3050438463687897, 'm': 0.6949561834335327}), ('ɔ', {'f': 0.23124366998672485, 'm': 0.7687562704086304}), ('p', {'f': 0.10757879912853241, 'm': 0.8924211263656616}), ('s', {'f': 0.014745951630175114, 'm': 0.9852541089057922})]",test,4
symo,m,m,"[('o', {'f': 0.6946831941604614, 'm': 0.3053167760372162}), ('m', {'f': 0.15843011438846588, 'm': 0.8415699005126953}), ('y', {'f': 0.14940083026885986, 'm': 0.8505991697311401}), ('s', {'f': 0.004254447761923075, 'm': 0.9957455992698669})]",test,4
lw1ʒ,m,f,"[('ʒ', {'f': 0.47618362307548523, 'm': 0.5238163471221924}), ('1', {'f': 0.8966225981712341, 'm': 0.10337739437818527}), ('w', {'f': 0.7739993333816528, 'm': 0.2260006070137024}), ('l', {'f': 0.4132089614868164, 'm': 0.5867910981178284})]",test,4
tisy,m,m,"[('y', {'f': 0.7392519116401672, 'm': 0.26074808835983276}), ('s', {'f': 0.5990607142448425, 'm': 0.40093931555747986}), ('i', {'f': 0.39279887080192566, 'm': 0.6072011590003967}), ('t', {'f': 0.2009512186050415, 'm': 0.7990488409996033})]",test,4
lOta,m,f,"[('a', {'f': 0.28773075342178345, 'm': 0.7122691869735718}), ('t', {'f': 0.1593901813030243, 'm': 0.8406097888946533}), ('O', {'f': 0.26817309856414795, 'm': 0.731826901435852}), ('l', {'f': 0.06535979360342026, 'm': 0.9346402287483215})]",test,4
godɛ,m,m,"[('ɛ', {'f': 0.5947338342666626, 'm': 0.4052661657333374}), ('d', {'f': 0.04892338812351227, 'm': 0.9510766267776489}), ('o', {'f': 0.023757299408316612, 'm': 0.9762427806854248}), ('g', {'f': 0.0024552142713218927, 'm': 0.9975447058677673})]",test,4
n1ti,m,m,"[('i', {'f': 0.3270760774612427, 'm': 0.6729239225387573}), ('t', {'f': 0.2671539783477783, 'm': 0.7328460216522217}), ('1', {'f': 0.42850589752197266, 'm': 0.5714941024780273}), ('n', {'f': 0.2818954885005951, 'm': 0.7181044816970825})]",test,4
fuʁʃ,f,f,"[('ʃ', {'f': 0.5362336039543152, 'm': 0.4637664556503296}), ('ʁ', {'f': 0.5887588858604431, 'm': 0.41124120354652405}), ('u', {'f': 0.8852896094322205, 'm': 0.11471041291952133}), ('f', {'f': 0.9953933954238892, 'm': 0.004606650210916996})]",test,4
guʁd,f,f,"[('d', {'f': 0.3649480938911438, 'm': 0.6350519061088562}), ('ʁ', {'f': 0.55611652135849, 'm': 0.4438835084438324}), ('u', {'f': 0.8381878733634949, 'm': 0.16181205213069916}), ('g', {'f': 0.9941489696502686, 'm': 0.0058510866947472095})]",test,4
buʁd,f,f,"[('d', {'f': 0.3649480938911438, 'm': 0.6350519061088562}), ('ʁ', {'f': 0.55611652135849, 'm': 0.4438835084438324}), ('u', {'f': 0.8381878733634949, 'm': 0.16181205213069916}), ('b', {'f': 0.9485449194908142, 'm': 0.05145501345396042})]",test,4
1tʁ3,m,m,"[('3', {'f': 0.152878999710083, 'm': 0.847121000289917}), ('ʁ', {'f': 0.01955266296863556, 'm': 0.9804472923278809}), ('t', {'f': 0.0005884573911316693, 'm': 0.9994115829467773}), ('1', {'f': 0.00041986675933003426, 'm': 0.9995800852775574})]",test,4
dyvɛ,m,m,"[('ɛ', {'f': 0.5947338342666626, 'm': 0.4052661657333374}), ('v', {'f': 0.5061324238777161, 'm': 0.49386757612228394}), ('y', {'f': 0.17812199890613556, 'm': 0.8218780159950256}), ('d', {'f': 0.004597148392349482, 'm': 0.9954028129577637})]",test,4
sOzi,m,m,"[('i', {'f': 0.3270760774612427, 'm': 0.6729239225387573}), ('z', {'f': 0.17618396878242493, 'm': 0.8238160014152527}), ('O', {'f': 0.16323281824588776, 'm': 0.8367671966552734}), ('s', {'f': 0.4666544198989868, 'm': 0.5333455204963684})]",test,4
aʁso,m,m,"[('o', {'f': 0.6946831941604614, 'm': 0.3053167760372162}), ('s', {'f': 0.05476883798837662, 'm': 0.9452311396598816}), ('ʁ', {'f': 0.011629260145127773, 'm': 0.9883707761764526}), ('a', {'f': 0.0027978187426924706, 'm': 0.9972021579742432})]",test,4
gɔlf,m,m,"[('f', {'f': 0.6526759266853333, 'm': 0.34732407331466675}), ('l', {'f': 0.18334265053272247, 'm': 0.8166573643684387}), ('ɔ', {'f': 0.28315088152885437, 'm': 0.7168490886688232}), ('g', {'f': 0.4742119014263153, 'm': 0.5257881283760071})]",test,4
maʁo,m,m,"[('o', {'f': 0.6946831941604614, 'm': 0.3053167760372162}), ('ʁ', {'f': 0.03851688653230667, 'm': 0.9614831805229187}), ('a', {'f': 0.0021426405292004347, 'm': 0.997857391834259}), ('m', {'f': 0.0014904382405802608, 'm': 0.9985095858573914})]",test,4
tʁam,m,f,"[('m', {'f': 0.6999589800834656, 'm': 0.3000410497188568}), ('a', {'f': 0.42394721508026123, 'm': 0.5760527849197388}), ('ʁ', {'f': 0.26413747668266296, 'm': 0.7358624935150146}), ('t', {'f': 0.03650077432394028, 'm': 0.9634992480278015})]",test,4
pavo,m,m,"[('o', {'f': 0.6946831941604614, 'm': 0.3053167760372162}), ('v', {'f': 0.2675347626209259, 'm': 0.7324652671813965}), ('a', {'f': 0.02736472897231579, 'm': 0.9726353287696838}), ('p', {'f': 0.007154492195695639, 'm': 0.9928454756736755})]",test,4
t1pl,m,m,"[('l', {'f': 0.26505568623542786, 'm': 0.7349442839622498}), ('p', {'f': 0.703963577747345, 'm': 0.29603642225265503}), ('1', {'f': 0.4743656516075134, 'm': 0.5256343483924866}), ('t', {'f': 0.18568427860736847, 'm': 0.814315676689148})]",test,4
k1fʁ,m,m,"[('ʁ', {'f': 0.3050438463687897, 'm': 0.6949561834335327}), ('f', {'f': 0.48377397656440735, 'm': 0.5162259936332703}), ('1', {'f': 0.6213611364364624, 'm': 0.3786388039588928}), ('k', {'f': 0.23236596584320068, 'm': 0.7676340341567993})]",test,4
ʒyʁ2,m,m,"[('2', {'f': 0.614236056804657, 'm': 0.3857640027999878}), ('ʁ', {'f': 0.03676461800932884, 'm': 0.9632353782653809}), ('y', {'f': 0.0010201310506090522, 'm': 0.9989798665046692}), ('ʒ', {'f': 5.69797657590243e-06, 'm': 0.9999942779541016})]",test,4
vən1,m,m,"[('1', {'f': 0.1605818271636963, 'm': 0.8394181728363037}), ('n', {'f': 0.007525000721216202, 'm': 0.9924749732017517}), ('ə', {'f': 0.0014197612181305885, 'm': 0.9985802173614502}), ('v', {'f': 0.0031875474378466606, 'm': 0.9968124032020569})]",test,4
s3tʁ,m,m,"[('ʁ', {'f': 0.3050438463687897, 'm': 0.6949561834335327}), ('t', {'f': 0.16848322749137878, 'm': 0.8315167427062988}), ('3', {'f': 0.053766850382089615, 'm': 0.9462332129478455}), ('s', {'f': 0.03304106369614601, 'm': 0.9669589996337891})]",test,4
bibi,m,m,"[('i', {'f': 0.3270760774612427, 'm': 0.6729239225387573}), ('b', {'f': 0.16538764536380768, 'm': 0.8346123695373535}), ('i', {'f': 0.035008229315280914, 'm': 0.9649918079376221}), ('b', {'f': 0.02491716481745243, 'm': 0.9750828146934509})]",test,4
k2so,m,f,"[('o', {'f': 0.6946831941604614, 'm': 0.3053167760372162}), ('s', {'f': 0.05476883798837662, 'm': 0.9452311396598816}), ('2', {'f': 0.019909633323550224, 'm': 0.980090320110321}), ('k', {'f': 0.005474220495671034, 'm': 0.9945257902145386})]",test,4
sij2,m,m,"[('2', {'f': 0.614236056804657, 'm': 0.3857640027999878}), ('j', {'f': 0.003275355789810419, 'm': 0.9967246651649475}), ('i', {'f': 0.0021869721822440624, 'm': 0.9978129863739014}), ('s', {'f': 0.0011512755881994963, 'm': 0.9988486766815186})]",test,4
ʁifl,m,m,"[('l', {'f': 0.26505568623542786, 'm': 0.7349442839622498}), ('f', {'f': 0.581735372543335, 'm': 0.41826456785202026}), ('i', {'f': 0.29660412669181824, 'm': 0.7033959031105042}), ('ʁ', {'f': 0.30515989661216736, 'm': 0.694840133190155})]",test,4
s1t2,m,m,"[('2', {'f': 0.614236056804657, 'm': 0.3857640027999878}), ('t', {'f': 0.09944234788417816, 'm': 0.9005576372146606}), ('1', {'f': 0.02141617238521576, 'm': 0.9785837531089783}), ('s', {'f': 0.010260478593409061, 'm': 0.9897395968437195})]",test,4
liku,m,m,"[('u', {'f': 0.34327414631843567, 'm': 0.6567258238792419}), ('k', {'f': 0.07681720703840256, 'm': 0.9231828451156616}), ('i', {'f': 0.01483855489641428, 'm': 0.9851614236831665}), ('l', {'f': 0.02644331194460392, 'm': 0.973556637763977})]",test,4
pjaf,m,m,"[('f', {'f': 0.6526759266853333, 'm': 0.34732407331466675}), ('a', {'f': 0.5996049642562866, 'm': 0.4003950357437134}), ('j', {'f': 0.0372738279402256, 'm': 0.9627262353897095}), ('p', {'f': 0.002141571370884776, 'm': 0.997858464717865})]",test,4
sbiʁ,m,m,"[('ʁ', {'f': 0.3050438463687897, 'm': 0.6949561834335327}), ('i', {'f': 0.45072105526924133, 'm': 0.549278974533081}), ('b', {'f': 0.7640305161476135, 'm': 0.23596949875354767}), ('s', {'f': 0.1322057694196701, 'm': 0.8677942752838135})]",test,4
dəɔʁ,m,m,"[('ʁ', {'f': 0.3050438463687897, 'm': 0.6949561834335327}), ('ɔ', {'f': 0.23124366998672485, 'm': 0.7687562704086304}), ('ə', {'f': 0.3164704740047455, 'm': 0.6835295557975769}), ('d', {'f': 0.01461852714419365, 'm': 0.9853814840316772})]",test,4
taly,m,m,"[('y', {'f': 0.7392519116401672, 'm': 0.26074808835983276}), ('l', {'f': 0.12966668605804443, 'm': 0.8703332543373108}), ('a', {'f': 0.12680666148662567, 'm': 0.8731933832168579}), ('t', {'f': 0.051515012979507446, 'm': 0.9484850168228149})]",test,4
sat1,m,m,"[('1', {'f': 0.1605818271636963, 'm': 0.8394181728363037}), ('t', {'f': 0.014628751203417778, 'm': 0.9853712320327759}), ('a', {'f': 0.012623784132301807, 'm': 0.9873762130737305}), ('s', {'f': 0.002466317731887102, 'm': 0.9975336790084839})]",test,4
skwo,m,f,"[('o', {'f': 0.6946831941604614, 'm': 0.3053167760372162}), ('w', {'f': 0.10243405401706696, 'm': 0.8975659012794495}), ('k', {'f': 0.016245927661657333, 'm': 0.9837540984153748}), ('s', {'f': 0.0015211239224299788, 'm': 0.9984788298606873})]",test,4
ʒips,f,m,"[('s', {'f': 0.5573604702949524, 'm': 0.44263961911201477}), ('p', {'f': 0.6040329337120056, 'm': 0.3959670960903168}), ('i', {'f': 0.5480358600616455, 'm': 0.4519641399383545}), ('ʒ', {'f': 0.7895151376724243, 'm': 0.21048486232757568})]",test,4
klun,m,m,"[('n', {'f': 0.40615302324295044, 'm': 0.5938470363616943}), ('u', {'f': 0.58711838722229, 'm': 0.41288164258003235}), ('l', {'f': 0.7407771348953247, 'm': 0.2592228353023529}), ('k', {'f': 0.27070289850234985, 'm': 0.7292971014976501})]",test,4
tyba,m,m,"[('a', {'f': 0.28773075342178345, 'm': 0.7122691869735718}), ('b', {'f': 0.18157057464122772, 'm': 0.8184294700622559}), ('y', {'f': 0.060281313955783844, 'm': 0.9397186636924744}), ('t', {'f': 0.03147518262267113, 'm': 0.9685247540473938})]",test,4
bənɛ,m,m,"[('ɛ', {'f': 0.5947338342666626, 'm': 0.4052661657333374}), ('n', {'f': 0.4979957342147827, 'm': 0.5020042061805725}), ('ə', {'f': 0.3112757205963135, 'm': 0.6887242794036865}), ('b', {'f': 0.06504322588443756, 'm': 0.9349567890167236})]",test,4
yblo,m,m,"[('o', {'f': 0.6946831941604614, 'm': 0.3053167760372162}), ('l', {'f': 0.1249350905418396, 'm': 0.8750649690628052}), ('b', {'f': 0.021319633349776268, 'm': 0.9786803722381592}), ('y', {'f': 0.008031664416193962, 'm': 0.9919683337211609})]",test,4
3pɛʁ,m,m,"[('ʁ', {'f': 0.3050438463687897, 'm': 0.6949561834335327}), ('ɛ', {'f': 0.20153050124645233, 'm': 0.7984694838523865}), ('p', {'f': 0.5319681763648987, 'm': 0.4680318832397461}), ('3', {'f': 0.15561340749263763, 'm': 0.844386637210846})]",test,4
dʒɛt,f,m,"[('t', {'f': 0.5709735751152039, 'm': 0.42902636528015137}), ('ɛ', {'f': 0.4469910264015198, 'm': 0.553009033203125}), ('ʒ', {'f': 0.9859219193458557, 'm': 0.014078161679208279}), ('d', {'f': 0.9056687951087952, 'm': 0.09433114528656006})]",test,4
dʒaz,f,m,"[('z', {'f': 0.058962516486644745, 'm': 0.9410375356674194}), ('a', {'f': 0.577764630317688, 'm': 0.422235369682312}), ('ʒ', {'f': 0.9578516483306885, 'm': 0.04214835539460182}), ('d', {'f': 0.8492754697799683, 'm': 0.15072454512119293})]",test,4
sap3,m,m,"[('3', {'f': 0.152878999710083, 'm': 0.847121000289917}), ('p', {'f': 0.005473073106259108, 'm': 0.9945269227027893}), ('a', {'f': 0.002113550202921033, 'm': 0.9978864789009094}), ('s', {'f': 0.0015989800449460745, 'm': 0.9984009861946106})]",test,4
snak,m,m,"[('k', {'f': 0.3720655143260956, 'm': 0.627934455871582}), ('a', {'f': 0.16283604502677917, 'm': 0.8371639251708984}), ('n', {'f': 0.11347910016775131, 'm': 0.8865208625793457}), ('s', {'f': 0.026821576058864594, 'm': 0.9731783866882324})]",test,4
blɔk,m,m,"[('k', {'f': 0.3720655143260956, 'm': 0.627934455871582}), ('ɔ', {'f': 0.4466564953327179, 'm': 0.5533434152603149}), ('l', {'f': 0.14198791980743408, 'm': 0.8580120801925659}), ('b', {'f': 0.12832027673721313, 'm': 0.8716797232627869})]",test,4
klik,m,m,"[('k', {'f': 0.3720655143260956, 'm': 0.627934455871582}), ('i', {'f': 0.15396973490715027, 'm': 0.8460302352905273}), ('l', {'f': 0.2296070158481598, 'm': 0.7703929543495178}), ('k', {'f': 0.18826612830162048, 'm': 0.8117338418960571})]",test,4
vɛʁɲ,f,m,"[('ɲ', {'f': 0.46964073181152344, 'm': 0.5303592085838318}), ('ʁ', {'f': 0.7148550152778625, 'm': 0.2851449251174927}), ('ɛ', {'f': 0.9165868163108826, 'm': 0.08341314643621445}), ('v', {'f': 0.9946433305740356, 'm': 0.005356688983738422})]",test,4
pl2b,f,f,"[('b', {'f': 0.4199768900871277, 'm': 0.5800231099128723}), ('2', {'f': 0.667030930519104, 'm': 0.3329690396785736}), ('l', {'f': 0.32354915142059326, 'm': 0.6764508485794067}), ('p', {'f': 0.818386971950531, 'm': 0.181613028049469})]",test,4
ʁOʃe,m,m,"[('e', {'f': 0.48200544714927673, 'm': 0.5179945826530457}), ('ʃ', {'f': 0.2830987572669983, 'm': 0.7169012427330017}), ('O', {'f': 0.032901667058467865, 'm': 0.9670983552932739}), ('ʁ', {'f': 0.0639818087220192, 'm': 0.936018168926239})]",test,4
dʁis,f,f,"[('s', {'f': 0.5573604702949524, 'm': 0.44263961911201477}), ('i', {'f': 0.7434041500091553, 'm': 0.2565958797931671}), ('ʁ', {'f': 0.6355316042900085, 'm': 0.36446839570999146}), ('d', {'f': 0.7519693374633789, 'm': 0.24803069233894348})]",test,4
dəv1,m,m,"[('1', {'f': 0.1605818271636963, 'm': 0.8394181728363037}), ('v', {'f': 0.06697563827037811, 'm': 0.9330243468284607}), ('ə', {'f': 0.004674517549574375, 'm': 0.9953254461288452}), ('d', {'f': 0.0006084495689719915, 'm': 0.9993915557861328})]",test,4
palp,m,m,"[('p', {'f': 0.6909727454185486, 'm': 0.3090272843837738}), ('l', {'f': 0.40841734409332275, 'm': 0.5915826559066772}), ('a', {'f': 0.426024854183197, 'm': 0.573975145816803}), ('p', {'f': 0.350475937128067, 'm': 0.6495240330696106})]",test,4
3kjɛ,m,m,"[('ɛ', {'f': 0.5947338342666626, 'm': 0.4052661657333374}), ('j', {'f': 0.01275190431624651, 'm': 0.9872481226921082}), ('k', {'f': 0.000669023662339896, 'm': 0.999330997467041}), ('3', {'f': 5.0906579417642206e-05, 'm': 0.9999490976333618})]",test,4
sale,m,m,"[('e', {'f': 0.48200544714927673, 'm': 0.5179945826530457}), ('l', {'f': 0.11731916666030884, 'm': 0.8826807737350464}), ('a', {'f': 0.5403137803077698, 'm': 0.4596862494945526}), ('s', {'f': 0.392341285943985, 'm': 0.6076586842536926})]",test,4
flaʃ,f,m,"[('ʃ', {'f': 0.5362336039543152, 'm': 0.4637664556503296}), ('a', {'f': 0.5893268585205078, 'm': 0.41067320108413696}), ('l', {'f': 0.22084525227546692, 'm': 0.7791547775268555}), ('f', {'f': 0.8460079431533813, 'm': 0.15399202704429626})]",test,4
kɔlt,m,m,"[('t', {'f': 0.5709735751152039, 'm': 0.42902636528015137}), ('l', {'f': 0.6562809348106384, 'm': 0.3437190353870392}), ('ɔ', {'f': 0.594407320022583, 'm': 0.4055927097797394}), ('k', {'f': 0.297590434551239, 'm': 0.7024095058441162})]",test,4
klon,m,m,"[('n', {'f': 0.40615302324295044, 'm': 0.5938470363616943}), ('o', {'f': 0.7259806990623474, 'm': 0.2740193009376526}), ('l', {'f': 0.44903960824012756, 'm': 0.5509604215621948}), ('k', {'f': 0.06623344868421555, 'm': 0.9337666034698486})]",test,4
klɔk,m,f,"[('k', {'f': 0.3720655143260956, 'm': 0.627934455871582}), ('ɔ', {'f': 0.4466564953327179, 'm': 0.5533434152603149}), ('l', {'f': 0.14198791980743408, 'm': 0.8580120801925659}), ('k', {'f': 0.06236368790268898, 'm': 0.9376362562179565})]",test,4
atuʁ,m,m,"[('ʁ', {'f': 0.3050438463687897, 'm': 0.6949561834335327}), ('u', {'f': 0.040883615612983704, 'm': 0.9591163396835327}), ('t', {'f': 0.16573268175125122, 'm': 0.8342673182487488}), ('a', {'f': 0.2238883376121521, 'm': 0.7761116027832031})]",test,4
1gʁɛ,m,m,"[('ɛ', {'f': 0.5947338342666626, 'm': 0.4052661657333374}), ('ʁ', {'f': 0.17813906073570251, 'm': 0.8218609094619751}), ('g', {'f': 0.22578111290931702, 'm': 0.7742188572883606}), ('1', {'f': 0.1430702805519104, 'm': 0.8569296598434448})]",test,4
ʒit2,m,m,"[('2', {'f': 0.614236056804657, 'm': 0.3857640027999878}), ('t', {'f': 0.09944234788417816, 'm': 0.9005576372146606}), ('i', {'f': 0.049431271851062775, 'm': 0.950568675994873}), ('ʒ', {'f': 0.030550213530659676, 'm': 0.9694497585296631})]",test,4
putu,m,m,"[('u', {'f': 0.34327414631843567, 'm': 0.6567258238792419}), ('t', {'f': 0.5132936835289001, 'm': 0.48670631647109985}), ('u', {'f': 0.015414910390973091, 'm': 0.9845851063728333}), ('p', {'f': 0.012188717722892761, 'm': 0.987811267375946})]",test,4
kapo,m,m,"[('o', {'f': 0.6946831941604614, 'm': 0.3053167760372162}), ('p', {'f': 0.26758334040641785, 'm': 0.7324166297912598}), ('a', {'f': 0.026471180841326714, 'm': 0.9735288619995117}), ('k', {'f': 0.028883153572678566, 'm': 0.9711167812347412})]",test,4
bigo,m,m,"[('o', {'f': 0.6946831941604614, 'm': 0.3053167760372162}), ('g', {'f': 0.06712523102760315, 'm': 0.9328747987747192}), ('i', {'f': 0.022929023951292038, 'm': 0.9770709872245789}), ('b', {'f': 0.012040789239108562, 'm': 0.9879592657089233})]",test,4
saji,m,f,"[('i', {'f': 0.3270760774612427, 'm': 0.6729239225387573}), ('j', {'f': 0.025683913379907608, 'm': 0.9743160605430603}), ('a', {'f': 0.006387673784047365, 'm': 0.9936123490333557}), ('s', {'f': 0.005363756325095892, 'm': 0.9946362376213074})]",test,4
ʁido,m,m,"[('o', {'f': 0.6946831941604614, 'm': 0.3053167760372162}), ('d', {'f': 0.042619407176971436, 'm': 0.9573805928230286}), ('i', {'f': 0.02980911359190941, 'm': 0.9701908826828003}), ('ʁ', {'f': 0.023103563115000725, 'm': 0.9768964648246765})]",test,4
agap,f,f,"[('p', {'f': 0.6909727454185486, 'm': 0.3090272843837738}), ('a', {'f': 0.6129959225654602, 'm': 0.3870041072368622}), ('g', {'f': 0.44826146960258484, 'm': 0.5517385601997375}), ('a', {'f': 0.5447349548339844, 'm': 0.45526498556137085})]",test,4
buɲa,m,m,"[('a', {'f': 0.28773075342178345, 'm': 0.7122691869735718}), ('ɲ', {'f': 0.3530266582965851, 'm': 0.6469734311103821}), ('u', {'f': 0.03804504871368408, 'm': 0.9619549512863159}), ('b', {'f': 0.01228979043662548, 'm': 0.9877102375030518})]",test,4
pyʁe,m,f,"[('e', {'f': 0.48200544714927673, 'm': 0.5179945826530457}), ('ʁ', {'f': 0.31053754687309265, 'm': 0.689462423324585}), ('y', {'f': 0.34001022577285767, 'm': 0.6599898338317871}), ('p', {'f': 0.15212096273899078, 'm': 0.8478789925575256})]",test,4
pat3,m,m,"[('3', {'f': 0.152878999710083, 'm': 0.847121000289917}), ('t', {'f': 0.008556372486054897, 'm': 0.9914435744285583}), ('a', {'f': 0.013583733700215816, 'm': 0.986416220664978}), ('p', {'f': 0.0015429026680067182, 'm': 0.9984570741653442})]",test,4
wist,m,m,"[('t', {'f': 0.5709735751152039, 'm': 0.42902636528015137}), ('s', {'f': 0.37309759855270386, 'm': 0.6269024014472961}), ('i', {'f': 0.3018612861633301, 'm': 0.6981387138366699}), ('w', {'f': 0.3401910960674286, 'm': 0.6598089337348938})]",test,4
kati,m,m,"[('i', {'f': 0.3270760774612427, 'm': 0.6729239225387573}), ('t', {'f': 0.2671539783477783, 'm': 0.7328460216522217}), ('a', {'f': 0.2902417778968811, 'm': 0.7097582817077637}), ('k', {'f': 0.3187296986579895, 'm': 0.6812703013420105})]",test,4
abwa,m,m,"[('a', {'f': 0.28773075342178345, 'm': 0.7122691869735718}), ('w', {'f': 0.3412953317165375, 'm': 0.6587046980857849}), ('b', {'f': 0.09174033254384995, 'm': 0.9082596302032471}), ('a', {'f': 0.007930614985525608, 'm': 0.9920693635940552})]",test,4
